pos1_est	pos2_est	vel_est	yaw_angle_est	yaw_rate_est	px_measured	py_measured	px_gt	py_gt	vx_gt	vy_gt	rmse_x	rmse_y	rmse_vx	rmse_vy	NIS
10.7967	20.9666	4.81828	3.23589	0.566621	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643	0.0721502	0.0988083	0.533744	0.351961	0.532623	
10.5513	20.9585	4.81995	3.25415	0.553362	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604	0.0719398	0.0992433	0.53216	0.351327	4.98587	
10.2934	20.9749	4.83897	3.2682	0.541372	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674	0.0717582	0.0993778	0.530575	0.35053	3.49379	
10.0558	20.9542	4.83825	3.29084	0.537441	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463	0.0715653	0.0994824	0.529012	0.349712	0.972795	
9.83873	20.9227	4.82275	3.31513	0.536279	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327	0.0713509	0.0995922	0.527489	0.348893	1.41829	
9.60293	20.9079	4.81645	3.3262	0.517171	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189	0.0711414	0.0995648	0.525983	0.347937	2.66855	
9.38841	20.86	4.80033	3.35235	0.518311	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977	0.0709842	0.0995714	0.524524	0.346999	1.16609	
9.15977	20.8208	4.79581	3.37336	0.513932	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362	0.0708708	0.099529	0.523092	0.346042	1.59886	
8.89729	20.7772	4.81812	3.39408	0.508726	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605	0.0706899	0.0994365	0.521646	0.34508	2.04877	
8.67316	20.7027	4.81197	3.42302	0.511662	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372	0.0705501	0.0994261	0.520242	0.344158	4.36277	
8.41807	20.614	4.83136	3.45358	0.514625	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701	0.0703667	0.0995694	0.51885	0.343318	2.77385	
8.19015	20.5351	4.83124	3.48031	0.515835	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542	0.0702032	0.0997756	0.517494	0.342519	0.0382935	
7.95331	20.4537	4.83864	3.50506	0.514617	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237	0.0700363	0.100025	0.516159	0.341747	0.2321	
7.73475	20.3703	4.83675	3.53226	0.518768	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781	0.0699145	0.100291	0.51487	0.341027	3.35192	
7.46442	20.3043	4.86891	3.54637	0.507581	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717	0.0697178	0.100409	0.513529	0.340239	4.64907	
7.24007	20.2051	4.86916	3.57078	0.505754	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399	0.0695263	0.100582	0.512219	0.339473	0.283009	
6.98931	20.1215	4.88863	3.5875	0.497862	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462	0.0693375	0.100667	0.510889	0.338671	1.82468	
6.77006	20.0259	4.88456	3.60699	0.492022	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357	0.0691455	0.100718	0.50958	0.337845	0.493402	
6.52679	19.9356	4.89972	3.62264	0.484046	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079	0.0689769	0.10068	0.508254	0.336986	1.35094	
6.31324	19.8391	4.89352	3.64072	0.478816	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625	0.0687963	0.100574	0.506947	0.336107	2.69066	
6.06166	19.7463	4.91516	3.65279	0.468193	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993	0.0686944	0.100385	0.505609	0.335203	2.54327	
5.8471	19.6038	4.925	3.68494	0.478016	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178	0.0685816	0.10028	0.504313	0.334364	2.12643	
5.64162	19.488	4.91897	3.70525	0.475399	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418	0.0684392	0.10014	0.503044	0.333519	0.51081	
5.44266	19.3399	4.91865	3.7348	0.480904	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995	0.0682689	0.100081	0.501836	0.332737	1.46748	
5.22	19.2404	4.92171	3.74473	0.469338	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622	0.0681229	0.0998926	0.500599	0.331892	2.27834	
5.02238	19.1231	4.90768	3.75843	0.458692	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059	0.0679568	0.0996573	0.499373	0.33102	4.3661	
4.83413	18.9765	4.90147	3.78349	0.460697	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305	0.067777	0.0994328	0.498201	0.330165	0.172985	
4.63371	18.8279	4.90758	3.80711	0.462493	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359	0.0675984	0.0992153	0.497064	0.32933	1.61021	
4.43946	18.6974	4.90189	3.82342	0.457211	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422	0.0674232	0.0989673	0.495941	0.328485	1.00246	
4.2514	18.5519	4.89304	3.84012	0.449289	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888	0.0672589	0.0987136	0.494837	0.327634	1.46388	
4.09343	18.3968	4.87349	3.866	0.452925	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362	0.0671998	0.0984603	0.493839	0.326795	1.81084	
3.9133	18.2311	4.88339	3.89541	0.464204	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644	0.0672	0.0982118	0.49294	0.325997	7.0451	
3.6866	18.0906	4.90464	3.90214	0.449813	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732	0.067063	0.0979622	0.491927	0.325175	3.16749	
3.51473	17.9343	4.89104	3.91812	0.44164	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627	0.0669717	0.0977248	0.490943	0.324348	3.27929	
3.30621	17.7698	4.90987	3.93119	0.433456	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331	0.0668194	0.0974992	0.489913	0.323525	1.75601	
3.13339	17.5908	4.91779	3.95672	0.439833	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844	0.0666858	0.0972699	0.488956	0.32272	2.54879	
2.94353	17.4692	4.90601	3.95937	0.424468	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167	0.0665323	0.0972017	0.487922	0.321912	6.23315	
2.79778	17.2618	4.91403	3.99628	0.442029	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302	0.0664589	0.0970413	0.487068	0.321121	3.31744	
2.62317	17.0803	4.92053	4.01381	0.438007	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251	0.0663809	0.0968915	0.486235	0.320337	0.261999	
2.45915	16.9063	4.91052	4.02605	0.426309	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014	0.0663279	0.0967886	0.485398	0.319546	1.77498	
2.29052	16.7337	4.91	4.03961	0.419949	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595	0.0662711	0.0967608	0.484557	0.318758	0.610931	
2.12697	16.5362	4.91385	4.05566	0.412708	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995	0.0662195	0.0967136	0.483732	0.317976	5.3112	
1.97385	16.3126	4.9306	4.08138	0.416223	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216	0.0662069	0.0965644	0.483016	0.317211	2.49691	
1.81941	16.1299	4.9219	4.0925	0.405453	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261	0.0662172	0.0964686	0.482287	0.316442	1.3258	
1.62738	15.9603	4.93229	4.0936	0.389202	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132	0.066096	0.0965136	0.48141	0.31568	2.7206	
1.50043	15.7378	4.94164	4.12422	0.401396	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832	0.0660651	0.096466	0.480716	0.314925	1.6624	
1.33537	15.5261	4.95972	4.13794	0.395451	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364	0.0659808	0.096393	0.480005	0.314177	1.66671	
1.18874	15.33	4.95725	4.15027	0.388218	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773	0.0659025	0.09637	0.479296	0.313431	1.18891	
0.997995	15.1203	4.98655	4.15409	0.374195	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933	0.0657462	0.0963475	0.478453	0.312688	4.6705	
0.857594	14.9303	4.97246	4.16213	0.362442	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977	0.0655915	0.096435	0.477589	0.311953	2.52003	
0.731672	14.7153	4.97257	4.18118	0.363203	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864	0.0654494	0.0965159	0.476804	0.311221	0.00786484	
0.621587	14.4817	4.98122	4.20894	0.373271	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598	0.0653719	0.0965065	0.476212	0.310498	1.43707	
0.455656	14.266	5.00108	4.21427	0.361513	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181	0.0652279	0.096506	0.475514	0.309779	2.41517	
0.344946	14.0265	5.01864	4.24257	0.374259	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617	0.0651259	0.0964223	0.475036	0.309096	3.92386	
0.28454	13.7782	5.01049	4.27936	0.389538	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909	0.0653803	0.0962575	0.475054	0.308472	2.23055	
0.186745	13.5416	5.02008	4.3048	0.397267	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061	0.0658872	0.0960659	0.475392	0.307906	1.70529	
0.032221	13.3186	5.03873	4.30725	0.382062	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075	0.0661404	0.0958777	0.475513	0.307328	2.80532	
-0.0781074	13.0955	5.03482	4.31948	0.374871	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955	0.066491	0.0956955	0.475696	0.306738	0.700579	
-0.128593	12.8618	5.01796	4.35078	0.38601	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704	0.0675771	0.0955034	0.47646	0.306181	1.904	
-0.239547	12.6323	5.01698	4.35928	0.374209	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326	0.0687362	0.0953111	0.477198	0.305604	3.67526	
-0.355628	12.3979	5.02746	4.36848	0.365819	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823	0.0698729	0.0951138	0.477916	0.305033	0.869342	
-0.470488	12.1828	5.01993	4.37204	0.351749	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198	0.0709774	0.0949434	0.478505	0.304424	4.05825	
-0.561915	11.9572	5.0157	4.38511	0.348108	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456	0.0723282	0.0947881	0.47922	0.303813	0.364568	
-0.674059	11.7282	5.01712	4.38947	0.335402	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	0.073622	0.0946439	0.479827	0.303189	3.5404	
-0.840636	11.4928	5.04401	4.37885	0.311323	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628	0.0742327	0.0944981	0.479939	0.302556	6.57501	
-0.936076	11.2604	5.03489	4.38456	0.298917	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549	0.0749448	0.0943603	0.480024	0.301911	4.06738	
-1.09829	11.0349	5.05173	4.3725	0.275616	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	0.0751683	0.0942533	0.479709	0.301257	4.95037	
-1.18038	10.795	5.05572	4.38824	0.278735	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075	0.0755443	0.0941386	0.479554	0.300614	0.619998	
-1.30696	10.5465	5.07584	4.38855	0.266676	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686	0.0757395	0.0939969	0.479259	0.299977	2.76708	
-1.38834	10.2941	5.0873	4.40409	0.26971	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198	0.0760626	0.0938277	0.479126	0.299361	1.62009	
-1.50165	10.0754	5.08184	4.40326	0.257849	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615	0.0762808	0.0937057	0.478873	0.298732	2.14491	
-1.58834	9.84264	5.07483	4.40977	0.250841	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939	0.0765694	0.0936056	0.478647	0.298102	0.650856	
-1.68008	9.61395	5.07027	4.41537	0.24514	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172	0.0768855	0.0935458	0.478433	0.297472	0.672048	
-1.77942	9.37138	5.07983	4.42062	0.240188	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316	0.0771659	0.0934821	0.478214	0.296848	3.26132	
-1.86181	9.09116	5.10828	4.43308	0.239891	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374	0.0775242	0.0933186	0.478115	0.296253	5.39566	
-1.94791	8.86159	5.09662	4.4352	0.229085	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347	0.0779273	0.0931823	0.477986	0.295647	1.87414	
-2.04772	8.61116	5.10864	4.4374	0.221046	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238	0.0782629	0.0930307	0.477812	0.295049	1.15514	
-2.1608	8.36626	5.11793	4.43316	0.206869	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047	0.0784452	0.092877	0.477491	0.29445	4.62571	
-2.22833	8.1234	5.11512	4.44371	0.207103	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778	0.0787722	0.0927258	0.477301	0.293859	0.0492888	
-2.30291	7.89968	5.09785	4.44741	0.199932	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	0.079203	0.0926241	0.477143	0.293261	5.05856	
-2.41228	7.65158	5.11062	4.44398	0.188412	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006	0.0794751	0.0925127	0.476865	0.292666	1.98147	
-2.55806	7.42015	5.11148	4.42106	0.155164	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	0.0794437	0.0924409	0.476224	0.292066	9.15679	
-2.66078	7.16574	5.12606	4.42029	0.147758	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	0.0793615	0.0923408	0.475545	0.29147	1.53307	
-2.73646	6.92872	5.12063	4.42601	0.146396	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	0.0793144	0.0922653	0.47492	0.290878	0.950145	
-2.79921	6.70193	5.10485	4.43434	0.147466	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	0.0793622	0.0922554	0.4744	0.290288	1.51989	
-2.87727	6.46731	5.0916	4.43112	0.132252	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	0.0794477	0.0922901	0.473838	0.289704	5.18605	
-2.93935	6.22279	5.0894	4.44008	0.134232	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	0.0796644	0.0923285	0.473393	0.289122	0.0765791	
-3.05419	5.98224	5.09695	4.43037	0.118949	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	0.0797217	0.0923887	0.472812	0.288545	4.3695	
-3.13065	5.71598	5.11399	4.43618	0.118648	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097	0.0798233	0.0923624	0.472297	0.28797	1.80826	
-3.23908	5.47026	5.11792	4.423	0.0959541	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893	0.0798214	0.0923355	0.471631	0.287398	4.20773	
-3.3289	5.21368	5.1308	4.42348	0.0922788	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	0.0798042	0.0922706	0.470973	0.286831	1.11402	
-3.40757	4.96741	5.13216	4.42554	0.0894642	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	0.0798158	0.0922032	0.470352	0.286268	0.0590617	
-3.50944	4.70298	5.15376	4.42264	0.0833021	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	0.07977	0.0920843	0.469704	0.285715	3.36787	
-3.61983	4.45301	5.16127	4.40809	0.0602296	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868	0.0796603	0.0919553	0.468938	0.285161	4.31231	
-3.73861	4.19464	5.18217	4.39988	0.0510616	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	0.0795086	0.091803	0.468124	0.284615	4.63349	
-3.83268	3.95205	5.18332	4.39747	0.0466999	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	0.079355	0.0916547	0.467313	0.284073	1.00436	
-3.90905	3.70995	5.17905	4.40046	0.0472123	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	0.079209	0.0915109	0.466549	0.283538	0.126481	
-4.02167	3.48817	5.16776	4.38403	0.0249179	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	0.0790575	0.0914157	0.46571	0.282994	5.23856	
-4.11054	3.24206	5.17065	4.38381	0.023776	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	0.0789066	0.0913149	0.464892	0.282456	0.107583	
-4.22787	2.9918	5.18339	4.36924	0.00441403	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	0.0787809	0.0911984	0.464028	0.281919	2.59631	
-4.31135	2.72707	5.19794	4.37245	0.00698885	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	0.078645	0.0910446	0.463193	0.281398	1.55651	
-4.40567	2.4768	5.20412	4.36936	0.00245384	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	0.078512	0.0908829	0.462366	0.280888	0.334451	
-4.50477	2.22042	5.21655	4.36754	0.00116016	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	0.0783872	0.0907127	0.461552	0.280399	1.36781	
-4.61742	1.97981	5.22022	4.34999	-0.023737	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	0.0782976	0.0905438	0.460697	0.279896	5.79207	
-4.7246	1.71978	5.23739	4.34677	-0.0249132	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	0.0782375	0.0903762	0.459849	0.279418	2.67008	
-4.84921	1.47179	5.25084	4.33034	-0.0445651	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	0.0782734	0.0902142	0.458991	0.278937	2.76462	
-4.9122	1.22512	5.24183	4.33752	-0.0373244	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799	0.078191	0.0900596	0.458157	0.278483	3.19479	
-5.01523	0.993386	5.23502	4.33064	-0.0434493	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468	0.0781159	0.0898997	0.457328	0.278025	0.79092	
-5.08072	0.749362	5.22534	4.33681	-0.0370533	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848	0.0779793	0.0897461	0.456557	0.277595	2.84276	
-5.17112	0.473993	5.25059	4.33607	-0.0400714	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	0.0778364	0.0896621	0.455814	0.277238	5.9205	
-5.24879	0.227608	5.24619	4.33919	-0.0360434	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	0.0777057	0.089607	0.455149	0.276925	0.844484	
-5.36207	-0.00915452	5.24511	4.33442	-0.0359311	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	0.0775699	0.0895569	0.454511	0.276636	5.94118	
-5.43787	-0.25463	5.23965	4.33823	-0.0314895	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335	0.0774851	0.0895437	0.453991	0.276406	1.05171	
-5.55898	-0.465132	5.22246	4.32343	-0.0453059	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	0.0773793	0.0894622	0.453417	0.276119	4.42303	
-5.6967	-0.670989	5.20669	4.3062	-0.0584204	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	0.0772437	0.0893281	0.452778	0.275775	3.97195	
-5.80676	-0.904027	5.20855	4.29383	-0.0734391	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	0.077112	0.089198	0.452112	0.275432	6.13941	
-5.903	-1.15671	5.21716	4.29501	-0.0690129	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	0.0770076	0.0891153	0.451525	0.275171	0.669298	
-5.99213	-1.4127	5.22669	4.29732	-0.0651588	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	0.0769767	0.0891168	0.451047	0.275019	2.20256	
-6.12971	-1.62935	5.21953	4.28237	-0.0754434	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	0.0769002	0.0890832	0.450519	0.274837	1.86854	
-6.26314	-1.86318	5.23242	4.26328	-0.0970537	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	0.0768024	0.0890767	0.4499	0.27465	5.78432	
-6.37003	-2.10423	5.23453	4.26123	-0.0945512	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	0.0767482	0.0891342	0.44935	0.274546	0.10507	
-6.51825	-2.3193	5.23083	4.24351	-0.106943	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	0.0766481	0.0891612	0.44874	0.274403	4.01321	
-6.66567	-2.53369	5.22598	4.22758	-0.116351	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	0.0765246	0.0891636	0.448097	0.274234	1.29693	
-6.81605	-2.75266	5.22895	4.21014	-0.128797	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	0.0763911	0.0891645	0.447413	0.274048	2.23319	
-6.91492	-3.00157	5.23503	4.21446	-0.119136	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	0.0762954	0.0892939	0.446834	0.274023	1.25233	
-7.04465	-3.22837	5.23388	4.20731	-0.119855	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	0.0762165	0.0894761	0.446293	0.274062	0.135908	
-7.17244	-3.43563	5.21824	4.19732	-0.123886	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632	0.076169	0.0896239	0.445782	0.274101	1.58171	
-7.31639	-3.67266	5.23181	4.18864	-0.126229	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	0.076119	0.0899033	0.445287	0.274251	4.51234	
-7.47422	-3.84491	5.20167	4.16551	-0.142016	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	0.0760393	0.0899914	0.444727	0.274234	6.4487	
-7.61501	-4.06005	5.20083	4.15467	-0.146647	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	0.0759773	0.0901118	0.444181	0.274263	0.744814	
-7.77351	-4.27603	5.20506	4.14131	-0.151868	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479	0.0758981	0.0902811	0.443627	0.274334	0.621544	
-7.92216	-4.49484	5.20836	4.13173	-0.153744	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	0.0758306	0.0905304	0.443095	0.27449	0.391959	
-8.08783	-4.71525	5.2187	4.11894	-0.157997	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	0.0757436	0.0908919	0.442556	0.274727	1.28705	
-8.23211	-4.92714	5.20871	4.11407	-0.152407	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862	0.0756906	0.0913364	0.442098	0.275083	2.4375	
-8.3741	-5.13909	5.20489	4.10736	-0.1517	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	0.0756983	0.0918875	0.441707	0.275572	0.128277	
-8.52296	-5.32918	5.18302	4.09789	-0.15115	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	0.0757664	0.0924107	0.441387	0.276095	5.01486	
-8.71572	-5.52272	5.18771	4.07581	-0.163922	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	0.0757435	0.09295	0.440975	0.276578	2.14334	
-8.8741	-5.72618	5.18335	4.06695	-0.163509	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	0.0757602	0.0935987	0.440617	0.277188	0.628057	
-9.03929	-5.91271	5.17383	4.0526	-0.169189	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	0.0758064	0.0942536	0.440268	0.277827	0.634165	
-9.18275	-6.09417	5.14596	4.04628	-0.165351	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823	0.0760011	0.0948992	0.440044	0.27856	8.15684	
-9.36673	-6.2247	5.11055	4.01727	-0.184429	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503	0.0761675	0.0952213	0.439725	0.279	8.50279	
-9.53799	-6.41549	5.10722	4.00638	-0.184975	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994	0.0763865	0.0956334	0.439447	0.279563	1.15408	
-9.69409	-6.60629	5.10117	3.99921	-0.183263	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295	0.0767736	0.0961642	0.439257	0.280318	0.343429	
-9.90091	-6.77663	5.10693	3.97487	-0.197189	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404	0.0770358	0.096701	0.438958	0.281017	6.88331	
-10.1084	-6.933	5.10301	3.94945	-0.210978	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321	0.0772019	0.0971741	0.438572	0.281607	1.35492	
-10.2875	-7.10464	5.09765	3.93568	-0.214136	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046	0.0774377	0.0977094	0.438207	0.282292	1.52111	
-10.5172	-7.2658	5.1089	3.90823	-0.228596	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577	0.0775082	0.0982614	0.437734	0.282887	3.20785	
-10.7142	-7.42202	5.10361	3.88926	-0.235477	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916	0.0775827	0.0988223	0.437247	0.283489	2.75623	
-10.9585	-7.56708	5.11466	3.85763	-0.252626	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062	0.0775191	0.0993428	0.436663	0.283925	3.74064	
-11.1455	-7.72238	5.10188	3.84448	-0.252939	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015	0.077498	0.0999191	0.436106	0.284455	1.86251	
-11.3147	-7.86683	5.07836	3.83361	-0.252033	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777	0.0776117	0.100505	0.435604	0.2851	4.18682	
-11.5083	-8.0098	5.06444	3.81776	-0.254887	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349	0.0777942	0.101119	0.435122	0.285806	2.94055	
-11.7025	-8.11671	5.03577	3.79382	-0.265499	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273	0.078063	0.101552	0.434636	0.286375	5.93537	
-11.8989	-8.25018	5.01464	3.7779	-0.267552	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924	0.0784297	0.102007	0.434182	0.286994	3.99588	
-12.1229	-8.34009	4.99673	3.74532	-0.284834	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932	0.0787416	0.102261	0.433672	0.287365	3.47987	
-12.3379	-8.47138	5.00183	3.72678	-0.288705	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756	0.0790675	0.102571	0.433148	0.287812	2.12532	
-12.5536	-8.54976	4.97713	3.69597	-0.303757	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399	0.0794166	0.102701	0.432599	0.288051	5.20326	
-12.7617	-8.65725	4.95576	3.6758	-0.308674	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863	0.0798516	0.102815	0.432065	0.288283	4.17308	
