pos1_est	pos2_est	vel_est	yaw_angle_est	yaw_rate_est	px_measured	py_measured	px_gt	py_gt	vx_gt	vy_gt	rmse_x	rmse_y	rmse_vx	rmse_vy	NIS
-13.0635	-8.50512	6.09358	3.51825	-0.337996	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151	0.0979009	0.107556	0.955798	0.902429	4.92644	
-13.3749	-8.55785	5.96044	3.38299	-0.944189	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267	0.0977494	0.107817	0.956831	0.901543	1.63371	
-13.5249	-8.63093	5.26507	3.43643	-0.531798	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214	0.0977107	0.108196	0.955688	0.900348	1.63234	
-13.7498	-8.62818	5.11448	3.30696	-0.98734	-13.6376	-8.26343	-13.8392	-8.91729	-4.61524	-1.76997	0.0976862	0.109217	0.954511	0.900435	1.36698	
-13.9223	-8.88629	5.01009	3.66382	0.757464	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662	0.0978835	0.109241	0.953192	0.900235	1.69613	
-14.1866	-8.97742	5.60223	3.60713	0.315495	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086	0.0979504	0.109233	0.951901	0.900405	0.756791	
-14.3966	-9.15395	5.75459	3.72968	0.765963	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402	0.0981175	0.109066	0.950454	0.904152	0.177939	
-14.5872	-9.29831	5.24188	3.78629	0.857541	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573	0.0985174	0.108966	0.949484	0.908254	0.0677419	
-14.9903	-9.10867	5.15717	3.15033	-2.0021	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603	0.0983755	0.109279	0.948291	0.909247	2.09169	
-15.2902	-9.18788	5.86865	3.18094	-1.39222	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125	0.0982491	0.109492	0.948716	0.909202	4.02631	
-15.5294	-9.4139	5.5944	3.46996	0.105456	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269	0.0981226	0.109327	0.947666	0.908869	3.41877	
-15.7673	-9.46615	4.99874	3.43121	-0.151478	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159	0.0979934	0.109164	0.94624	0.907962	0.319293	
-16.0141	-9.55316	5.26551	3.45772	-0.00521077	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484	0.0978707	0.109044	0.944862	0.907801	0.488356	
-16.2844	-9.52703	5.24536	3.26094	-0.922566	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734	0.097795	0.108881	0.943648	0.906444	2.01109	
-16.5039	-9.43103	5.04933	3.03654	-1.70708	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198	0.0976792	0.108959	0.942279	0.907017	0.780992	
-16.6899	-9.42884	5.42561	3.10214	-0.717215	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301	0.0975363	0.109142	0.941358	0.906356	5.33475	
-17.0038	-9.3827	5.93691	3.02963	-0.902967	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773	0.0974415	0.109661	0.941619	0.906581	0.953832	
-17.2407	-9.51598	5.25914	3.26481	0.304614	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479	0.0973359	0.109644	0.940409	0.905569	7.59441	
-17.4995	-9.54189	5.38266	3.29391	0.319585	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024	0.0972569	0.109578	0.939332	0.905126	0.203249	
-17.7721	-9.54433	5.08403	3.23572	-0.126027	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703	0.0972475	0.109509	0.938005	0.904237	1.1046	
-18.0135	-9.46847	5.10385	3.09497	-0.725656	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151	0.0972322	0.109664	0.936714	0.902919	0.308801	
-18.2609	-9.42764	5.34116	3.02996	-0.816345	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648	0.097229	0.109949	0.935662	0.901752	0.222038	
-18.3663	-9.58366	4.21635	3.34885	0.679097	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847	0.0971125	0.10979	0.935101	0.903069	1.15327	
-18.5613	-9.61526	4.79599	3.38426	0.750395	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522	0.0970873	0.109658	0.933787	0.906309	1.18619	
-18.8677	-9.52729	5.28177	3.14115	-0.460097	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707	0.0969542	0.109501	0.932779	0.905672	0.796524	
-19.0768	-9.47781	5.4046	3.07375	-0.523579	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927	0.096857	0.109352	0.931995	0.904629	3.6886	
-19.3631	-9.18629	5.93282	2.63252	-2.21081	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083	0.0967179	0.110198	0.93092	0.909647	1.35589	
-19.6307	-9.07286	6.48187	2.68965	-1.08529	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907	0.0965873	0.111555	0.931433	0.913516	0.469383	
-19.8765	-8.95134	6.15603	2.6759	-0.946127	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408	0.0964654	0.11353	0.931072	0.916336	0.0359582	
-20.1776	-8.71197	7.11729	2.56858	-1.02776	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215	0.0964759	0.117653	0.932374	0.925493	3.24407	
-20.1675	-9.37364	1.72147	3.38967	3.00813	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303	0.0966391	0.11772	0.944395	0.929186	10.9647	
-20.3668	-9.39203	3.88399	3.47692	2.66927	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334	0.0969472	0.118188	0.94434	0.939634	1.7328	
-20.6334	-9.14848	3.83315	3.01849	-0.110649	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296	0.0970808	0.118071	0.943835	0.940305	5.8103	
-20.8836	-9.10806	4.60903	2.97517	-0.270679	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179	0.0971271	0.118044	0.942504	0.940414	3.41569	
-21.0814	-8.91544	4.82948	2.67333	-1.46692	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972	0.0972679	0.117878	0.941205	0.939242	0.738655	
-21.3502	-8.83065	5.59127	2.7286	-0.821245	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666	0.0972508	0.117715	0.940662	0.938029	2.471	
-21.5185	-8.83695	4.65439	2.87224	-0.154658	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925	0.0974016	0.117736	0.939375	0.937804	0.326797	
-21.7226	-8.66607	4.63569	2.68394	-1.06394	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712	0.0976001	0.117616	0.938085	0.936531	4.15387	
-21.9235	-8.55484	4.73358	2.64843	-0.98195	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043	0.0978502	0.1175	0.936781	0.935235	0.214036	
-22.1474	-8.40798	5.66851	2.65118	-0.401574	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232	0.0980338	0.117351	0.936542	0.934019	1.66252	
-22.4248	-8.30049	5.81683	2.70242	-0.138731	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427	0.0979855	0.117221	0.937301	0.932732	1.77789	
-22.6133	-8.19041	5.02247	2.65988	-0.478659	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145	0.0979715	0.11712	0.936287	0.931599	0.841604	
-22.9221	-7.7364	6.97639	2.24628	-2.13636	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848	0.0978406	0.117673	0.93526	0.940935	1.59797	
-23.1498	-7.55569	6.68186	2.30103	-1.34975	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637	0.097741	0.118468	0.934495	0.946155	2.61928	
-23.3424	-7.45843	5.61388	2.29025	-1.39592	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967	0.0976439	0.118961	0.933224	0.947141	2.04088	
-23.5601	-7.21866	6.52431	2.37893	0.324293	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828	0.0976047	0.120022	0.93347	0.948832	1.0418	
-23.6365	-7.30174	4.01056	2.60031	1.44865	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746	0.0974799	0.119947	0.932242	0.94928	2.00305	
-23.8176	-7.16896	4.10424	2.6355	1.19509	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445	0.0973539	0.119824	0.930981	0.950316	0.81799	
-23.945	-7.20163	3.48992	2.88033	2.18158	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916	0.0972867	0.119878	0.929724	0.957613	0.534758	
-24.0907	-7.10492	3.10506	2.86728	1.5154	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149	0.0972722	0.120222	0.928644	0.965899	2.7479	
-24.2932	-6.63649	4.26827	2.065	-2.3742	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138	0.0971812	0.120135	0.929542	0.964661	5.52394	
-24.4613	-6.56569	4.29023	2.37276	-0.289035	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873	0.0970789	0.119981	0.928296	0.963945	3.88102	
-24.4922	-6.49255	2.97484	2.37615	-0.10447	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347	0.0973427	0.12003	0.928213	0.966447	2.54794	
-24.6246	-6.34819	3.73544	2.39023	0.174793	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553	0.0976877	0.120233	0.927034	0.967301	0.417315	
-24.9022	-5.98137	5.42768	2.13827	-1.36838	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484	0.0975956	0.120073	0.925808	0.96669	5.17125	
-25.0387	-5.76183	5.72744	2.18941	-0.396469	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132	0.0975074	0.119917	0.925087	0.966107	1.9887	
-25.1712	-5.60826	5.0265	2.21953	-0.246464	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492	0.0974213	0.119766	0.924113	0.964826	0.198563	
-25.3288	-5.406	5.07373	2.21212	-0.269944	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557	0.097302	0.119616	0.923294	0.96355	0.501687	
-25.4968	-5.11171	5.71878	2.1415	-0.582912	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322	0.0971784	0.119498	0.922773	0.962855	0.413658	
-25.6068	-4.9872	4.80142	2.21594	0.0417185	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781	0.0970525	0.119347	0.922091	0.961797	5.49199	
-25.7088	-4.87856	4.10122	2.27271	0.267051	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893	0.0969252	0.119377	0.92122	0.962363	0.129805	
-25.8213	-4.71354	3.91971	2.2485	-0.0330292	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764	0.0967998	0.119579	0.92026	0.963381	0.225058	
-25.9563	-4.33884	5.23691	2.01535	-1.20518	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279	0.0967028	0.119429	0.919212	0.962266	0.915613	
-26.098	-4.10783	5.30676	1.95293	-1.5248	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471	0.0966992	0.119276	0.918059	0.96131	8.37488	
-26.1766	-3.72493	6.33316	1.81295	-1.68272	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337	0.096675	0.119346	0.916903	0.963715	0.517017	
-26.2721	-3.4608	6.07271	1.81911	-1.07718	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875	0.0966878	0.119549	0.91572	0.964871	1.70796	
-26.2556	-3.26304	5.13214	1.75377	-1.05279	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081	0.0965642	0.11964	0.914887	0.963902	3.83832	
-26.3071	-3.01265	5.13936	1.76822	-0.332864	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954	0.0964403	0.119799	0.913834	0.962884	0.107833	
-26.3064	-2.87049	4.22608	1.74699	-0.330073	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493	0.0963809	0.119715	0.912932	0.961985	1.09802	
-26.3541	-2.70718	3.91106	1.78412	0.161248	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696	0.0963378	0.119562	0.911834	0.961771	1.38377	
-26.4257	-2.66792	2.84937	1.84303	0.380507	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562	0.0962559	0.119781	0.910704	0.965752	3.82211	
-26.4733	-2.48819	3.17794	1.83899	0.160061	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091	0.0961681	0.120259	0.909544	0.968274	1.17456	
-26.5408	-2.20358	4.15869	1.79378	-0.202203	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284	0.0960514	0.120517	0.908471	0.967717	1.17812	
-26.5678	-1.9683	4.51729	1.77356	-0.115224	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141	0.0959372	0.120789	0.907503	0.966665	1.59915	
-26.5828	-1.58189	5.78341	1.69529	-0.341142	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664	0.0958304	0.120667	0.906479	0.966579	1.16677	
-26.5846	-1.34499	5.31832	1.60034	-1.10263	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852	0.0957413	0.120549	0.905358	0.965681	1.3431	
-26.5843	-1.13011	4.93096	1.55091	-1.1083	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271	0.0956692	0.120472	0.904311	0.964478	0.0479359	
-26.6152	-0.954048	4.28701	1.565	-0.586628	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238	0.0955649	0.120554	0.903179	0.963654	5.3926	
-26.6411	-0.623288	5.20467	1.56827	-0.373527	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439	0.0954458	0.120441	0.902056	0.962624	0.676691	
-26.6356	-0.377911	5.17301	1.45771	-1.3957	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317	0.0953267	0.120324	0.901111	0.961542	2.67115	
-26.5705	0.027318	6.37129	1.38059	-1.44971	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874	0.0952488	0.120292	0.901004	0.962985	1.00258	
-26.5529	0.304158	5.86443	1.41474	-0.459778	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116	0.0951671	0.120353	0.900149	0.963008	3.17123	
-26.5347	0.580221	5.78482	1.39561	-0.471079	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045	0.0950748	0.12053	0.899263	0.962824	0.398992	
-26.5136	0.841359	5.52478	1.41234	-0.114759	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667	0.0949709	0.120788	0.89818	0.96219	1.44492	
-26.5235	1.07025	5.16255	1.41644	-0.108537	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986	0.0948571	0.121002	0.897074	0.961134	2.32192	
-26.4667	1.4029	5.88765	1.43218	0.12306	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007	0.0947406	0.121665	0.896002	0.96142	4.65491	
-26.4323	1.47702	4.23327	1.40102	0.00595489	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737	0.0946305	0.12166	0.895094	0.960647	0.714768	
-26.3973	1.54134	3.06648	1.30749	-0.820853	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181	0.0945404	0.121538	0.89423	0.963377	7.68255	
-26.3537	1.77169	3.69269	1.28323	-0.74555	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345	0.0944788	0.121422	0.893246	0.963855	0.0982615	
-26.2936	1.94976	3.92366	1.19478	-1.24682	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235	0.0944342	0.1214	0.892156	0.963952	0.119394	
-26.2324	2.17179	4.19312	1.15736	-1.11128	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859	0.0944191	0.1214	0.891089	0.963545	0.0439183	
-26.1684	2.35136	3.77077	1.16988	-0.480586	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223	0.0944465	0.121549	0.890066	0.963929	0.267068	
-26.0915	2.74847	5.36572	1.30945	0.299439	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334	0.0945017	0.121401	0.889214	0.963276	0.788899	
-26.0039	2.94608	5.15949	1.10865	-1.44586	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502	0.0945712	0.121265	0.888351	0.962129	1.75075	
-25.8432	3.36469	6.72075	1.06943	-1.45819	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828	0.0944988	0.121383	0.88928	0.963548	0.625495	
-25.7598	3.62202	5.85388	1.139	-0.220766	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227	0.0944611	0.121629	0.888354	0.96341	2.7383	
-25.6757	3.69105	4.43031	1.00755	-0.889746	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404	0.0944797	0.121507	0.887313	0.962731	0.628933	
-25.5679	3.82816	3.99272	0.933877	-1.00478	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367	0.0945151	0.121371	0.886253	0.963093	0.936004	
-25.5342	3.97348	3.59111	0.894037	-1.02702	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125	0.0948766	0.121324	0.885243	0.964589	2.70697	
-25.4219	4.0928	3.54153	0.808184	-1.21115	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686	0.0952961	0.121543	0.884201	0.966783	0.362451	
-25.216	4.47774	5.39509	1.01841	0.0975576	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058	0.0953926	0.121401	0.883199	0.965874	3.26187	
-25.0333	4.68182	5.37035	0.988054	0.229804	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251	0.0953621	0.12126	0.882215	0.964918	8.01305	
-24.9434	4.87695	4.99157	0.991707	0.177023	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273	0.0954614	0.121123	0.881186	0.963802	0.528895	
-24.7704	5.07673	5.23685	0.92459	-0.298024	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132	0.0954768	0.120987	0.880215	0.962719	2.24086	
-24.5898	5.355	5.80002	0.941219	-0.122737	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839	0.0954243	0.120874	0.879389	0.962329	0.477243	
-24.414	5.55412	5.81097	0.848628	-0.780619	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401	0.0953394	0.120768	0.879075	0.961524	0.290743	
-24.2284	5.66852	5.18115	0.731738	-1.06687	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827	0.0952321	0.120629	0.878626	0.96052	1.02537	
-24.09	5.76041	4.44545	0.62509	-1.36957	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127	0.0951427	0.120607	0.87774	0.960896	3.01688	
-23.9165	5.93299	4.66149	0.594128	-1.18235	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309	0.0950466	0.12061	0.877049	0.961072	0.0225925	
-23.7615	6.08689	3.92809	0.653974	-0.300146	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383	0.0949664	0.120683	0.876169	0.961651	0.786347	
-23.6278	6.27041	4.18843	0.715355	0.040746	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357	0.0949554	0.120736	0.875324	0.961225	0.0803653	
-23.4889	6.40546	4.51705	0.662492	-0.434288	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324	0.0950488	0.120907	0.874312	0.960628	1.06977	
-23.1998	6.82833	6.65544	0.940865	0.81134	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041	0.0949447	0.120819	0.873384	0.964405	3.22887	
-22.9787	6.96157	6.01174	0.785915	0.0363703	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768	0.0948377	0.120695	0.872713	0.964407	5.96146	
-22.7753	7.11566	5.62877	0.762283	0.0742661	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431	0.0947386	0.120566	0.871797	0.963838	0.539658	
-22.5467	7.28924	5.90412	0.684306	-0.592511	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038	0.094681	0.120448	0.871431	0.963149	1.5115	
-22.4211	7.33123	4.68048	0.534281	-1.26247	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598	0.094573	0.120352	0.870442	0.9626	0.793544	
-22.1894	7.48492	5.43697	0.474168	-1.37601	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118	0.0944743	0.120254	0.870346	0.961808	0.439515	
-22.0259	7.63963	5.216	0.464373	-1.08506	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607	0.094368	0.120148	0.869814	0.961111	1.90446	
-21.8197	7.86745	5.35301	0.621183	0.0430062	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074	0.0942617	0.120018	0.86889	0.960107	3.78954	
-21.6471	7.95973	4.95523	0.525784	-0.383346	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526	0.0941786	0.119886	0.867918	0.959109	0.0826053	
-21.4701	8.06116	4.90982	0.462005	-0.726566	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971	0.0941452	0.11978	0.866966	0.95832	1.25308	
-21.263	7.94982	3.9765	0.124914	-1.87288	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417	0.0941241	0.120489	0.866145	0.962517	3.3344	
-21.0788	8.05475	3.5267	0.185238	-1.05059	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871	0.0941789	0.121329	0.866174	0.965603	4.31813	
-20.9154	8.35982	3.86516	0.632625	1.10482	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341	0.0944213	0.121383	0.867315	0.964555	3.55739	
-20.6502	8.45449	5.63563	0.355245	-0.942403	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835	0.0945054	0.121514	0.867261	0.963686	5.4048	
-20.3099	8.6883	6.80542	0.461947	-0.314204	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358	0.0944007	0.121405	0.869616	0.963209	0.883514	
-20.0765	8.87623	6.15826	0.579825	0.627749	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919	0.0942953	0.121273	0.869143	0.963626	0.506626	
-19.9603	8.87828	4.71767	0.436016	-0.0715208	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524	0.0943392	0.121209	0.868285	0.962587	1.08014	
-19.7692	8.96399	4.6539	0.401648	-0.271918	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179	0.0945014	0.121182	0.867456	0.961602	0.194748	
-19.5644	9.01502	4.53054	0.31438	-0.580537	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891	0.0947642	0.121281	0.86664	0.960976	0.542919	
-19.2824	9.18991	5.58104	0.423747	0.0537335	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666	0.0948513	0.121212	0.86589	0.960052	4.46045	
-18.9487	9.27748	6.04119	0.323879	-0.452795	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751	0.0947566	0.121155	0.866235	0.958995	5.07749	
-18.7449	9.35206	5.42729	0.296543	-0.458492	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429	0.0946972	0.121131	0.865528	0.957993	2.16314	
-18.4741	9.47987	5.76264	0.312329	-0.273423	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429	0.0946032	0.121042	0.865206	0.956941	0.180502	
-18.2108	9.47662	5.48839	0.16298	-0.85349	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514	0.0944999	0.121136	0.864722	0.956579	3.04935	
-17.8415	9.70688	6.70929	0.346783	0.15611	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691	0.0945697	0.121005	0.866518	0.956067	0.708888	
-17.5269	9.87157	6.72095	0.4614	0.891204	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964	0.0949026	0.120926	0.867251	0.957464	0.772546	
-17.3234	9.91005	5.78259	0.369237	0.334663	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338	0.0950726	0.120809	0.866625	0.956864	0.289619	
-17.0543	10.0242	6.26129	0.334013	-0.193926	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818	0.0953334	0.12074	0.866946	0.95631	0.529586	
-16.8229	10.1208	5.90198	0.295815	-0.338982	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408	0.0955354	0.120721	0.866638	0.955442	0.310536	
-16.5564	10.1968	5.88811	0.254597	-0.48724	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113	0.0958118	0.120725	0.86639	0.954458	0.0363063	
-16.3797	10.2505	5.19077	0.172014	-0.791206	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937	0.0958491	0.120712	0.865478	0.953543	1.3985	
-16.1207	10.3253	5.52121	0.159422	-0.724947	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883	0.0959121	0.120733	0.864807	0.952599	0.34532	
-15.9699	10.2215	4.5746	-0.119693	-1.83659	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956	0.0958146	0.120611	0.86415	0.954593	0.549686	
-15.7649	10.2191	4.31953	-0.168563	-1.60339	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159	0.0957178	0.120546	0.863955	0.957033	0.19891	
-15.5716	10.1917	4.32371	-0.250287	-1.60973	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957	0.09569	0.120651	0.863931	0.960684	0.000303301	
-15.25	10.2295	5.16683	-0.0824983	-0.460604	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692	0.0955894	0.120785	0.863018	0.96167	7.18412	
-14.9457	10.4153	5.49973	0.282317	1.16643	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828	0.0955043	0.120664	0.862154	0.961137	0.674323	
-14.7064	10.3783	5.21014	0.152761	0.505729	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394	0.0954093	0.120642	0.861242	0.960114	3.57157	
-14.4879	10.3268	4.77006	0.0538057	0.155635	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418	0.0953094	0.120869	0.860461	0.959378	1.2277	
-14.1956	10.3726	5.55995	0.0873692	0.194718	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926	0.095216	0.121063	0.859783	0.958418	0.720631	
-13.7661	10.7772	7.15923	0.6657	2.81791	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944	0.0955609	0.121213	0.859204	0.972862	3.48169	
-13.479	10.8252	6.76518	0.362655	0.0608836	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496	0.0960514	0.121413	0.860076	0.975274	1.22426	
-13.3593	10.7596	4.57175	0.378242	0.639978	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603	0.0960496	0.12137	0.860121	0.975588	3.61875	
-12.9964	10.8884	6.88836	0.238444	-1.27073	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288	0.0963923	0.121589	0.862172	0.975858	1.83215	
-12.8085	10.9243	5.90527	0.1042	-1.76479	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857	0.0964821	0.121843	0.861914	0.974852	2.05947	
-12.5055	11.004	5.78852	0.122682	-1.01878	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467	0.0967247	0.122326	0.861441	0.973904	0.674009	
