pos1_est	pos2_est	vel_est	yaw_angle_est	yaw_rate_est	px_measured	py_measured	px_gt	py_gt	vx_gt	vy_gt	rmse_x	rmse_y	rmse_vx	rmse_vy	NIS
11.0593	20.9488	4.86394	3.32757	0.552069	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565	0.0765624	0.120226	0.936453	1.032	4.20188	
10.8707	20.9159	4.5792	3.40095	0.758008	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643	0.0764729	0.120979	0.934255	1.03167	0.050235	
10.567	20.928	4.9147	3.24723	-0.292543	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604	0.0762394	0.121473	0.931402	1.02864	4.17799	
10.1818	21.0953	5.99301	2.90947	-1.68567	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674	0.0767983	0.121104	0.931571	1.03519	1.34589	
9.95847	21.0477	5.61539	3.22292	0.94179	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463	0.0771409	0.120751	0.930492	1.0321	1.61819	
9.91123	20.9816	3.60193	3.2921	0.81088	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327	0.0771262	0.120471	0.933093	1.02905	1.1989	
9.68907	20.9547	4.1899	3.34135	0.949476	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189	0.0772437	0.120169	0.932043	1.02599	0.320175	
9.52567	20.9051	3.97777	3.44341	1.28362	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977	0.0781574	0.119889	0.932648	1.02318	0.0917764	
9.35549	20.8466	4.34022	3.56615	1.72594	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362	0.0801378	0.119644	0.932206	1.02189	0.791122	
8.84741	20.8829	6.37673	3.15811	-0.546563	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605	0.0799251	0.119307	0.937366	1.02188	2.8607	
8.65767	20.7778	5.52542	3.37197	0.47319	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372	0.0797143	0.118972	0.935807	1.01891	5.34717	
8.2952	20.6797	6.41828	3.37447	0.244641	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701	0.0798491	0.118705	0.940078	1.01601	2.66529	
8.02268	20.6117	6.05482	3.38675	0.159844	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542	0.0802902	0.118434	0.941488	1.01309	0.232352	
7.86369	20.5017	5.17635	3.52165	0.778608	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237	0.0801921	0.118285	0.93884	1.01055	0.406313	
7.68214	20.4199	5.126	3.62535	1.30441	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781	0.0799668	0.118142	0.936209	1.00912	2.93293	
7.24653	20.3894	6.37919	3.4277	0.0290695	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717	0.0813298	0.117836	0.940346	1.00627	0.832925	
6.96711	20.294	6.29044	3.45991	0.148879	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399	0.0834496	0.11754	0.94347	1.00347	0.269184	
6.78484	20.1873	5.48884	3.56761	0.551432	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462	0.0847728	0.117268	0.941434	1.0009	0.196771	
6.57729	20.09	5.21882	3.61709	0.681844	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357	0.0858105	0.116991	0.938867	0.998393	0.5242	
6.37573	19.9952	5.03779	3.6761	0.804579	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079	0.0865545	0.116694	0.936322	0.996065	0.0394683	
6.21319	19.8996	4.8844	3.76239	1.15455	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625	0.0867374	0.116382	0.934349	0.994239	2.6689	
5.89569	19.8216	5.53422	3.6437	0.363597	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993	0.0879153	0.116072	0.932437	0.991773	0.260422	
5.62588	19.6707	6.04941	3.67079	0.443858	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178	0.0898176	0.115759	0.932183	0.99007	1.07117	
5.60871	19.5115	4.5359	3.96334	1.57662	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418	0.0897059	0.115496	0.933854	0.989054	1.24359	
5.50928	19.3194	4.36625	4.13486	1.9932	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995	0.0895331	0.115462	0.941271	0.989268	1.28769	
5.20238	19.2801	4.58349	3.85067	0.359123	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622	0.089363	0.115158	0.94021	0.986815	2.33684	
5.12304	19.1505	4.31868	4.01587	1.12253	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059	0.0893199	0.114852	0.943049	0.984895	2.94184	
4.91823	19.0118	4.71042	3.96543	0.666968	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305	0.0892824	0.114548	0.942797	0.983171	0.153871	
4.67715	18.8627	5.39937	3.85946	0.108952	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359	0.0891048	0.114247	0.940314	0.981508	1.71395	
4.4565	18.7706	5.34845	3.77556	-0.274556	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422	0.0888886	0.11401	0.938133	0.978977	0.308012	
4.30576	18.6047	5.09601	3.85734	0.129922	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888	0.0888072	0.113749	0.93571	0.97656	0.609154	
4.22597	18.4579	4.40722	4.01105	0.730687	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362	0.0895961	0.113512	0.936276	0.974107	0.25744	
3.99485	18.3176	5.66692	3.94387	0.450797	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644	0.0900011	0.113337	0.933894	0.973322	3.65861	
3.54672	18.2005	6.67582	3.55182	-1.36339	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732	0.0901112	0.113371	0.946557	0.972025	1.32423	
3.38632	18.0347	5.98493	3.70248	-0.322401	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627	0.0900744	0.11342	0.949051	0.969673	3.27415	
3.13088	17.8531	6.1403	3.70335	-0.347858	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331	0.0905097	0.113417	0.952931	0.967316	0.688024	
2.84164	17.6858	6.93249	3.74377	0.290399	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844	0.0921699	0.113456	0.962244	0.965265	0.70913	
2.84196	17.5833	4.92092	3.97432	1.36607	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167	0.092122	0.114026	0.959972	0.962841	4.86786	
2.73285	17.3559	5.32175	4.17057	2.13115	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302	0.0918976	0.114239	0.959033	0.962521	1.82809	
2.56943	17.1304	5.55599	4.23967	1.93291	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251	0.0916696	0.114218	0.958783	0.963998	0.156624	
2.48403	16.9369	4.57284	4.33971	1.87436	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014	0.0916134	0.114169	0.963994	0.962199	0.270191	
2.2849	16.7864	4.69176	4.20836	0.898816	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595	0.0914495	0.114333	0.964481	0.960016	0.394453	
2.09756	16.5485	4.98319	4.11949	0.222442	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995	0.0912423	0.114262	0.96271	0.957811	4.81129	
1.93155	16.278	5.61833	4.14464	0.302352	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216	0.0910316	0.113996	0.960452	0.957083	2.19432	
1.77721	16.1033	5.30149	4.09534	-0.00429806	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261	0.0908286	0.113767	0.958138	0.955036	0.368053	
1.47219	16.0001	5.59019	3.819	-1.13289	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132	0.0910084	0.11394	0.95979	0.953459	0.815564	
1.34458	15.7465	6.0326	4.04236	0.36988	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832	0.0910358	0.113855	0.958709	0.952199	1.22926	
1.17704	15.4998	6.06605	4.10172	0.484796	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364	0.0911544	0.113643	0.957004	0.951677	0.354676	
0.984497	15.3109	5.76008	4.05408	0.0922156	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773	0.0915844	0.113482	0.955578	0.949769	0.728448	
0.744914	15.0797	6.2005	3.99603	-0.198626	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933	0.0929941	0.113267	0.956803	0.948038	0.41984	
0.631188	14.9061	5.50971	4.06655	0.209734	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977	0.0940237	0.113165	0.955122	0.945848	2.19863	
0.677974	14.708	4.35039	4.35383	1.40826	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864	0.093834	0.113128	0.956743	0.943751	0.737655	
0.604934	14.4554	5.15948	4.46366	1.62414	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598	0.0936359	0.11296	0.959704	0.942639	0.779446	
0.328666	14.2235	5.65547	4.1733	-0.0710906	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181	0.0937285	0.112757	0.957591	0.941018	1.00892	
0.159438	13.966	6.40745	4.1687	0.0385568	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617	0.0940544	0.112501	0.956507	0.941695	0.36346	
0.366101	13.6938	4.98313	4.73337	2.43687	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909	0.0947064	0.112267	0.971563	0.940245	1.94986	
0.307998	13.4628	5.37409	4.72366	1.81654	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061	0.0960947	0.112048	0.98513	0.940078	0.906632	
-0.0637889	13.2619	5.00138	4.1464	-1.13196	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075	0.0958785	0.1118	0.982966	0.938119	2.97703	
-0.189121	13.0386	5.69693	4.1615	-0.631414	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955	0.0956626	0.111553	0.981406	0.93624	0.326477	
-0.0519645	12.8573	4.20112	4.56602	1.23823	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704	0.0971328	0.111315	0.986514	0.934509	2.04511	
-0.20385	12.6143	4.88646	4.41977	0.27143	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326	0.0981867	0.111068	0.98633	0.932424	2.86378	
-0.41921	12.3977	5.18299	4.16513	-0.898461	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823	0.0983891	0.110833	0.984453	0.930411	0.591022	
-0.621095	12.1917	6.20933	4.06137	-0.90073	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198	0.0982232	0.110638	0.987297	0.928559	2.61816	
-0.638306	11.9928	5.27047	4.26833	0.148618	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456	0.098474	0.110536	0.985103	0.926519	0.687974	
-0.88176	11.7472	6.20467	4.09211	-0.665295	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	0.0982587	0.110395	0.987408	0.9248	1.73605	
-1.14109	11.4879	6.7466	3.97772	-1.01206	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628	0.098478	0.110196	0.997674	0.92299	0.66745	
-1.23365	11.2237	6.03826	4.09545	-0.400839	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549	0.0986107	0.10996	0.999629	0.921068	2.30794	
-1.39694	11.0162	5.8043	4.09664	-0.290454	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	0.099138	0.109763	1.00095	0.919055	0.0541665	
-1.48466	10.7736	6.08695	4.26771	0.973355	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075	0.0995376	0.109558	0.999467	0.918367	0.947607	
-1.53952	10.4985	5.84292	4.41746	1.41531	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686	0.0996386	0.109321	0.997528	0.917979	0.583743	
-1.62039	10.221	5.69393	4.47982	1.31482	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198	0.0996455	0.109109	0.996372	0.917351	0.512863	
-1.61672	10.0629	4.91186	4.63851	1.78756	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615	0.0994315	0.108917	0.99974	0.915405	2.09665	
-1.61533	9.84856	4.84165	4.75065	1.90543	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939	0.0994342	0.108787	1.00718	0.913449	0.170901	
-1.69138	9.6512	4.71621	4.68529	1.204	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172	0.0995312	0.108816	1.01173	0.91153	0.479169	
-1.87388	9.38682	5.42089	4.38764	-0.409497	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316	0.0993425	0.108752	1.00964	0.909813	2.8437	
-1.94159	9.01747	6.28138	4.45636	0.0980317	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374	0.0992052	0.108546	1.00766	0.911417	4.2887	
-1.99637	8.81062	5.5453	4.4617	0.0834601	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347	0.0991928	0.108318	1.00599	0.910121	1.41306	
-2.15237	8.55158	5.87355	4.34659	-0.436433	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238	0.0990063	0.108096	1.00405	0.909107	0.122097	
-2.41099	8.24682	7.01044	4.11729	-1.31538	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047	0.0991905	0.107985	1.01131	0.909216	1.5868	
-2.31165	8.06229	5.21173	4.44105	0.424214	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778	0.0990431	0.107767	1.00953	0.907374	2.3091	
-2.29813	7.89907	4.87449	4.59937	1.29121	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	0.0993415	0.10762	1.0105	0.905501	5.13623	
-2.5189	7.6214	5.71549	4.35993	-0.142286	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006	0.0991477	0.107415	1.00851	0.904148	0.972154	
-2.79608	7.33007	6.79948	4.07702	-1.3636	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	0.0995177	0.107201	1.01704	0.90305	2.14629	
-2.85632	7.09238	6.02607	4.22703	-0.379539	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	0.0997149	0.106983	1.01728	0.901626	0.577411	
-2.85211	6.88207	5.36285	4.44531	1.01027	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	0.0995607	0.106777	1.01541	0.899956	2.12465	
-2.77904	6.7585	3.80799	4.68201	1.94615	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	0.0996076	0.106967	1.0185	0.900852	1.41182	
-2.74105	6.5692	3.78061	4.84438	2.23877	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	0.100516	0.107522	1.02613	0.902047	0.95797	
-2.83449	6.30981	4.30032	4.6881	0.897481	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	0.101339	0.107968	1.02914	0.901064	1.1486	
-3.07541	6.01111	5.46273	4.19277	-1.57893	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	0.101238	0.108091	1.02902	0.899322	5.53901	
-3.1969	5.71473	5.94561	4.2082	-1.02426	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097	0.101062	0.108007	1.02958	0.897724	2.30759	
-3.30461	5.423	6.32237	4.26508	-0.514999	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893	0.100865	0.107819	1.02954	0.897327	0.92972	
-3.44822	5.1372	6.4037	4.24552	-0.526956	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	0.100703	0.107605	1.03011	0.897002	0.0860442	
-3.49054	4.9027	5.80492	4.3843	0.574783	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	0.100505	0.107395	1.02812	0.895999	0.573586	
-3.6622	4.56062	6.68664	4.34935	0.24871	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	0.100451	0.107327	1.0269	0.898219	0.341504	
-3.72377	4.32042	5.64965	4.35541	-0.133418	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868	0.100326	0.107244	1.02499	0.896803	1.24807	
-3.91094	4.02092	6.34154	4.28035	-0.449781	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	0.10063	0.107382	1.02456	0.896679	0.66384	
-3.93537	3.85189	5.15038	4.43323	0.814054	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	0.100617	0.107245	1.0228	0.894948	1.8838	
-3.93739	3.70764	4.00203	4.51966	0.98928	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	0.100425	0.107063	1.02273	0.895189	0.607511	
-3.96362	3.60113	3.14794	4.57105	0.953871	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	0.100283	0.107406	1.02416	0.90011	2.02449	
-4.08179	3.31817	4.38007	4.43306	-0.146345	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	0.100101	0.107529	1.02286	0.899309	1.49508	
-4.23404	2.99317	5.88196	4.2965	-0.69283	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	0.0999379	0.107375	1.02148	0.898165	1.27915	
-4.3854	2.65912	6.53341	4.24649	-0.743802	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	0.0999311	0.107195	1.02177	0.898511	1.01882	
-4.44933	2.41435	5.86307	4.36917	0.376635	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	0.0998333	0.10702	1.01985	0.897781	0.395257	
-4.56575	2.10347	6.26731	4.39527	0.491666	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	0.0998057	0.107026	1.01793	0.898738	0.167083	
-4.61944	1.96527	4.69109	4.28771	-0.880125	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	0.0996671	0.106825	1.01602	0.897671	2.56939	
-4.79069	1.60761	6.30217	4.24289	-0.867619	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	0.0997799	0.106887	1.01567	0.897368	1.22394	
-4.89709	1.39025	5.44795	4.2701	-0.102155	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	0.0999356	0.106861	1.01402	0.895727	0.37371	
-4.92459	1.25392	4.16515	4.20276	-0.658166	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799	0.0998257	0.106663	1.01214	0.896777	4.06619	
-5.00839	1.09997	3.76136	4.17978	-0.502068	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468	0.0996825	0.1066	1.01029	0.899909	0.0561984	
-5.05296	0.88781	3.92437	4.21734	-0.194117	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848	0.0995002	0.106628	1.00849	0.901687	2.40889	
-5.18675	0.409061	6.98065	4.43536	0.796537	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	0.099325	0.106713	1.00669	0.908025	6.11706	
-5.23821	0.178006	6.07549	4.40647	0.470935	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	0.0991631	0.106776	1.00499	0.908716	1.3366	
-5.36684	-0.0764338	5.83969	4.37987	0.449402	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	0.0989844	0.106926	1.00327	0.908428	5.72172	
-5.41734	-0.251581	4.94875	4.34765	0.13303	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335	0.0988933	0.106848	1.00177	0.90678	0.975788	
-5.54268	-0.291877	4.03777	4.12266	-1.50599	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	0.0987691	0.10686	0.999958	0.908492	2.17849	
-5.69369	-0.452957	4.28219	4.03818	-1.44531	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	0.0985955	0.10722	0.998446	0.910126	1.47197	
-5.79994	-0.700458	5.01538	4.06393	-1.00931	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	0.0984291	0.107481	0.99758	0.909219	3.29496	
-5.90072	-1.12454	6.25989	4.39358	1.00698	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	0.0982824	0.107303	0.996065	0.911255	2.4534	
-5.97204	-1.49255	7.37808	4.45802	0.701228	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	0.0982472	0.107589	0.994807	0.922668	1.64106	
-6.15708	-1.60117	5.39141	4.22546	-0.487492	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	0.0980825	0.10744	0.993047	0.921134	2.56267	
-6.28794	-1.83568	5.88647	4.14849	-0.985802	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	0.0979131	0.107308	0.992065	0.919939	0.566793	
-6.39521	-2.1274	6.09848	4.18262	-0.557944	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	0.0977613	0.107385	0.99085	0.919528	0.2499	
-6.598	-2.22917	4.68377	3.97117	-1.30736	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	0.0976188	0.107197	0.989709	0.919751	2.92269	
-6.75177	-2.42453	4.9096	3.93325	-1.13949	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	0.0975215	0.107015	0.98917	0.919715	0.138243	
-6.93236	-2.60096	4.97789	3.87644	-1.10825	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	0.0975761	0.106891	0.989265	0.920128	0.594506	
-6.95607	-3.01695	5.5011	4.3442	1.36239	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	0.097406	0.107007	0.988525	0.919736	3.35357	
-7.09226	-3.23679	5.87407	4.25828	0.470691	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	0.0972367	0.10714	0.986879	0.919965	0.214077	
-7.20337	-3.35586	4.80515	4.12699	-0.221347	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632	0.0970845	0.106987	0.985224	0.918491	1.21007	
-7.34508	-3.68705	5.82933	4.23834	0.400391	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	0.0969343	0.107239	0.98361	0.918676	4.59122	
-7.55522	-3.66401	4.45122	3.84726	-1.53917	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	0.0967874	0.10713	0.982276	0.920194	3.3173	
-7.69494	-3.86136	5.13515	3.87948	-1.04534	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	0.0966325	0.107045	0.981738	0.919467	0.567207	
-7.82113	-4.18275	5.68932	4.11593	0.308694	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479	0.0964674	0.106884	0.980101	0.918616	1.46737	
-7.96773	-4.44011	5.94847	4.17545	0.526358	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	0.0963041	0.106836	0.978438	0.919188	0.422931	
-8.12877	-4.72699	6.37331	4.20429	0.552815	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	0.0961408	0.107155	0.976784	0.922223	0.941163	
-8.27343	-4.94909	5.63725	4.21293	0.630358	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862	0.0959832	0.107613	0.975581	0.922533	0.519599	
-8.37617	-5.14543	5.32971	4.20042	0.413598	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	0.0959225	0.10807	0.974677	0.922034	0.224553	
-8.56832	-5.21849	4.76326	3.95039	-0.980801	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	0.0958026	0.107994	0.973042	0.920758	2.7972	
-8.7697	-5.43721	5.33269	3.92478	-0.747659	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	0.095646	0.108002	0.971691	0.919217	1.78502	
-8.94757	-5.62385	5.29744	3.89838	-0.678156	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	0.0954873	0.108008	0.97037	0.917696	0.161957	
-9.07808	-5.8142	5.20824	3.93997	-0.345788	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	0.0953718	0.108034	0.968793	0.916179	0.158141	
-9.2381	-5.88149	4.87453	3.78	-1.03897	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823	0.095289	0.107855	0.967419	0.915531	4.36989	
-9.39946	-5.90629	4.3115	3.58054	-1.72084	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503	0.0952517	0.108032	0.965975	0.919238	1.11441	
-9.61313	-6.08225	5.12839	3.63929	-1.04443	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994	0.0951402	0.108204	0.96561	0.919594	1.90301	
-9.65587	-6.45717	4.87277	4.18014	1.47959	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295	0.095624	0.108066	0.966643	0.919215	1.99198	
-9.94954	-6.56363	5.3713	3.85994	-0.291099	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404	0.0955953	0.107892	0.96519	0.917784	6.27828	
-10.1486	-6.78494	5.79799	3.89448	-0.0358306	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321	0.0955415	0.107747	0.963896	0.917161	0.563037	
-10.3391	-6.91982	5.57655	3.81695	-0.395127	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046	0.0954938	0.107578	0.962707	0.915826	0.703282	
-10.5963	-7.18009	6.3895	3.86705	-0.0706028	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577	0.0953445	0.107626	0.962357	0.916574	2.75529	
-10.8442	-7.24168	5.61358	3.65893	-1.01834	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916	0.0952081	0.107465	0.962141	0.915217	1.71889	
-11.0984	-7.48003	6.29601	3.73964	-0.374739	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062	0.0951788	0.107499	0.962861	0.914344	1.69575	
-11.2823	-7.58642	5.50243	3.69132	-0.51494	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015	0.0950999	0.107417	0.961919	0.912878	1.80262	
-11.3053	-7.76531	4.5831	3.90271	0.518978	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777	0.0951767	0.107441	0.961506	0.91165	3.89126	
-11.5026	-7.85539	5.20666	3.77685	-0.223162	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349	0.0952984	0.107336	0.959974	0.910444	1.74269	
-11.6433	-7.90882	4.6277	3.67751	-0.628407	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273	0.0957986	0.107168	0.958561	0.90912	1.49495	
-11.8564	-8.00235	4.98452	3.59418	-0.852529	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924	0.0962944	0.107034	0.957107	0.907906	0.168935	
-12.072	-8.08244	5.0615	3.52388	-0.966084	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932	0.0967845	0.106994	0.955813	0.90702	0.0272897	
-12.3431	-8.16059	5.96378	3.44598	-1.0357	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756	0.0969737	0.107097	0.957139	0.906157	0.355885	
-12.5076	-8.28235	5.49014	3.54989	-0.400284	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399	0.0974705	0.107174	0.956263	0.904748	0.612199	
-12.7363	-8.33854	5.17486	3.46734	-0.698075	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863	0.0979211	0.107502	0.955083	0.903788	0.188782	
